         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6412940933
           0.3490658504            2.4132019397
           0.5235987756            4.8729933746
           0.6981317008            7.3827401952
           0.8726646260            9.2435842237
           1.0471975512            9.9000694593
           1.2217304764            9.1521065577
           1.3962634016            7.2175122381
           1.5707963268            4.6739778597
           1.7453292520            2.2335993710
           1.9198621772            0.5379307895
           2.0943951024            0.0046602622
           2.2689280276            0.7482517066
           2.4434609528            2.5796822602
           2.6179938780            5.0404031220
           2.7925268032            7.5014968048
           2.9670597284            9.2880181834
           3.1415926536            9.8994209609
           3.3161255788            9.1681798678
           3.4906585040            7.2923914941
           3.6651914292            4.7907732209
           3.8397243544            2.3421821686
           4.0142572796            0.5958624438
           4.1887902048            0.0013757619
           4.3633231300            0.7012106256
           4.5378560552            2.5148928002
           4.7123889804            4.9759759810
           4.8869219056            7.4452927292
           5.0614548308            9.2562181290
           5.2359877560            9.9009096194
           5.4105206812            9.1957633694
           5.5850536064            7.3352055202
           5.7595865316            4.8454440045
           5.9341194568            2.4045850492
           6.1086523820            0.6413282248
           6.2831853072            0.0002021634
