         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2571598346
           0.3490658504            0.9847068492
           0.5235987756            2.0261848821
           0.6981317008            3.1766369121
           0.8726646260            4.1888852549
           1.0471975512            4.8707827037
           1.2217304764            5.0652718567
           1.3962634016            4.9012437530
           1.5707963268            4.6282258992
           1.7453292520            4.4265586296
           1.9198621772            4.3463181029
           2.0943951024            4.4337577502
           2.2689280276            4.6426293915
           2.4434609528            4.9415740563
           2.6179938780            5.2953706643
           2.7925268032            5.6355750595
           2.9670597284            5.8958146053
           3.1415926536            5.9897077314
           3.3161255788            5.8927506470
           3.4906585040            5.6394896797
           3.6651914292            5.3079888166
           3.8397243544            4.9541790811
           4.0142572796            4.6383445757
           4.1887902048            4.4085004415
           4.3633231300            4.3014194299
           4.5378560552            4.3609788942
           4.7123889804            4.5686296779
           4.8869219056            4.8590388428
           5.0614548308            5.0336870933
           5.2359877560            4.8262962341
           5.4105206812            4.1451680567
           5.5850536064            3.1356397318
           5.7595865316            1.9988823090
           5.9341194568            0.9750738904
           6.1086523820            0.2580446281
           6.2831853072            0.0000682629
