         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5770848689
           0.3490658504            2.3982838497
           0.5235987756            5.1869112653
           0.6981317008            8.2225404564
           0.8726646260           10.5360757962
           1.0471975512           11.2194408993
           1.2217304764            9.9846053039
           1.3962634016            7.4152858916
           1.5707963268            4.4855982450
           1.7453292520            2.0180195776
           1.9198621772            0.4866101438
           2.0943951024            0.0002809285
           2.2689280276            0.5839479255
           2.4434609528            2.3877792248
           2.6179938780            5.1609476971
           2.7925268032            8.1949412019
           2.9670597284           10.5202597850
           3.1415926536           11.2221189091
           3.3161255788            9.9908933761
           3.4906585040            7.3949829011
           3.6651914292            4.4362913577
           3.8397243544            1.9672817929
           4.0142572796            0.4524340121
           4.1887902048            0.0034157753
           4.3633231300            0.6992756323
           4.5378560552            2.6706978384
           4.7123889804            5.5421860296
           4.8869219056            8.5117077599
           5.0614548308           10.6493529875
           5.2359877560           11.2094324938
           5.4105206812            9.9923374010
           5.5850536064            7.4931083328
           5.7595865316            4.5972843835
           5.9341194568            2.1121096162
           6.1086523820            0.5299781505
           6.2831853072            0.0000000000
