         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000026255
           0.1745329252            0.1952321694
           0.3490658504            0.8824147493
           0.5235987756            2.2009223998
           0.6981317008            4.2466410008
           0.8726646260            7.0478629394
           1.0471975512           10.5399352809
           1.2217304764           14.5601216681
           1.3962634016           18.8377566947
           1.5707963268           22.9993787592
           1.7453292520           26.6041559333
           1.9198621772           29.2394121491
           2.0943951024           30.6031230306
           2.2689280276           30.5702990314
           2.4434609528           29.2253394699
           2.6179938780           26.8282108402
           2.7925268032           23.7196767689
           2.9670597284           20.2127152177
           3.1415926536           16.5364981925
           3.3161255788           12.9593727830
           3.4906585040            9.8483418612
           3.6651914292            7.4028278947
           3.8397243544            5.6550326390
           4.0142572796            4.5259705564
           4.1887902048            3.8778055299
           4.3633231300            3.5492058441
           4.5378560552            3.3909617166
           4.7123889804            3.2850910602
           4.8869219056            3.1318038765
           5.0614548308            2.8843951484
           5.2359877560            2.5343923879
           5.4105206812            2.0879103839
           5.5850536064            1.5719471517
           5.7595865316            1.0331236923
           5.9341194568            0.5338822687
           6.1086523820            0.1548467307
           6.2831853072            0.0000000000
