         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000052509
           0.1745329252            0.5396111094
           0.3490658504            2.0514526928
           0.5235987756            4.2550215964
           0.6981317008            6.6450535000
           0.8726646260            8.5453640425
           1.0471975512            9.4454615335
           1.2217304764            9.1884776073
           1.3962634016            8.0686730373
           1.5707963268            6.4479834807
           1.7453292520            4.6212446952
           1.9198621772            2.7218005676
           2.0943951024            0.9856520293
           2.2689280276            0.0575667099
           2.4434609528            0.2795947309
           2.6179938780            1.4401391823
           2.7925268032            2.9680199443
           2.9670597284            4.3085791680
           3.1415926536            5.0185405848
           3.3161255788            4.9287222346
           3.4906585040            4.1878376805
           3.6651914292            3.1813286804
           3.8397243544            2.3972782831
           4.0142572796            2.2571816107
           4.1887902048            2.9514504147
           4.3633231300            4.2657782693
           4.5378560552            5.7307573059
           4.7123889804            7.0313721747
           4.8869219056            8.0558763509
           5.0614548308            8.7214878239
           5.2359877560            8.8368444113
           5.4105206812            8.2068846007
           5.5850536064            6.7507141163
           5.7595865316            4.6649697698
           5.9341194568            2.4032591718
           6.1086523820            0.6382537646
           6.2831853072            0.0000000000
