         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2000604638
           0.3490658504            0.8981572466
           0.5235987756            2.2250402415
           0.6981317008            4.2740958529
           0.8726646260            7.0777726337
           1.0471975512           10.5847840695
           1.2217304764           14.6485773838
           1.3962634016           19.0272495216
           1.5707963268           23.3752820760
           1.7453292520           27.2661547187
           1.9198621772           30.2609600125
           2.0943951024           32.0092698662
           2.2689280276           32.3431205517
           2.4434609528           31.2716908165
           2.6179938780           28.9637530425
           2.7925268032           25.6840048744
           2.9670597284           21.7792617161
           3.1415926536           17.6602961478
           3.3161255788           13.7539698130
           3.4906585040           10.4111991464
           3.6651914292            7.8296606576
           3.8397243544            6.0223059376
           4.0142572796            4.8668365775
           4.1887902048            4.1956564192
           4.3633231300            3.8288110770
           4.5378560552            3.6236046336
           4.7123889804            3.4604639489
           4.8869219056            3.2633414194
           5.0614548308            2.9887587677
           5.2359877560            2.6163709954
           5.4105206812            2.1521248594
           5.5850536064            1.6186259137
           5.7595865316            1.0626894462
           5.9341194568            0.5485246814
           6.1086523820            0.1588926259
           6.2831853072            0.0000183786
