         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4096068584
           0.3490658504            1.9770434014
           0.5235987756            4.8800717223
           0.6981317008            8.5237588043
           0.8726646260           11.7920860479
           1.0471975512           13.7242649076
           1.2217304764           13.8736427220
           1.3962634016           12.8019688154
           1.5707963268           11.7401379077
           1.7453292520           11.5978463173
           1.9198621772           11.6083955758
           2.0943951024           12.0815736622
           2.2689280276           13.7490391243
           2.4434609528           16.5820453639
           2.6179938780           20.7442660425
           2.7925268032           26.2244561438
           2.9670597284           31.9587106155
           3.1415926536           35.3817218088
           3.3161255788           35.9216768587
           3.4906585040           32.8784836023
           3.6651914292           26.7318339914
           3.8397243544           19.5698773303
           4.0142572796           13.3318025633
           4.1887902048            8.9747619189
           4.3633231300            6.6381116785
           4.5378560552            5.7516956673
           4.7123889804            5.8557232226
           4.8869219056            6.9215842727
           5.0614548308            8.4997459825
           5.2359877560            9.4463253229
           5.4105206812            8.8541412044
           5.5850536064            6.6830129770
           5.7595865316            3.9212312975
           5.9341194568            1.6341741239
           6.1086523820            0.3472433603
           6.2831853072            0.0000341316
