         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.1066061823
           0.3490658504            4.3630031546
           0.5235987756            9.5238064493
           0.6981317008           16.1047058603
           0.8726646260           22.9957188125
           1.0471975512           28.5609094718
           1.2217304764           31.3236179528
           1.3962634016           30.8364853345
           1.5707963268           27.8846568478
           1.7453292520           23.7509149663
           1.9198621772           19.5187010871
           2.0943951024           15.9213908346
           2.2689280276           13.3355255221
           2.4434609528           11.8644658280
           2.6179938780           11.4483162239
           2.7925268032           12.0540032883
           2.9670597284           13.4886367974
           3.1415926536           15.0676754241
           3.3161255788           15.9110332377
           3.4906585040           15.5424393125
           3.6651914292           13.8922391376
           3.8397243544           11.4461134295
           4.0142572796            9.0068008936
           4.1887902048            7.3102448931
           4.3633231300            6.8354573753
           4.5378560552            7.6870487564
           4.7123889804            9.5687550069
           4.8869219056           11.8851547669
           5.0614548308           13.7824906180
           5.2359877560           14.5182922044
           5.4105206812           13.5953974981
           5.5850536064           11.0188238296
           5.7595865316            7.4078924839
           5.9341194568            3.7495183557
           6.1086523820            1.0184261440
           6.2831853072            0.0001916616
