         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6323542664
           0.3490658504            2.3410164467
           0.5235987756            4.5122838256
           0.6981317008            6.5379724884
           0.8726646260            8.0241865677
           1.0471975512            8.7698652844
           1.2217304764            8.8147928379
           1.3962634016            8.3003523958
           1.5707963268            7.3923337717
           1.7453292520            6.1727707090
           1.9198621772            4.7059748266
           2.0943951024            3.2406098418
           2.2689280276            2.3277681744
           2.4434609528            2.3256152646
           2.6179938780            3.0566988277
           2.7925268032            4.0673403646
           2.9670597284            4.8606614017
           3.1415926536            5.0558279338
           3.3161255788            4.4839179251
           3.4906585040            3.2351356745
           3.6651914292            1.6900893944
           3.8397243544            0.4011973823
           4.0142572796            0.0291246700
           4.1887902048            0.9455317660
           4.3633231300            2.8104400685
           4.5378560552            4.8333351993
           4.7123889804            6.7351002687
           4.8869219056            8.3425704336
           5.0614548308            9.3259514054
           5.2359877560            9.3691566311
           5.4105206812            8.3219760126
           5.5850536064            6.4206677801
           5.7595865316            4.1266897889
           5.9341194568            2.0166175608
           6.1086523820            0.5403252454
           6.2831853072            0.0000000000
