         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3209017203
           0.3490658504            1.5066903527
           0.5235987756            3.6730559234
           0.6981317008            6.4181656788
           0.8726646260            8.7329717605
           1.0471975512            9.4576569803
           1.2217304764            8.5203220249
           1.3962634016            6.9206023357
           1.5707963268            5.8629039648
           1.7453292520            5.7358376481
           1.9198621772            6.5143902487
           2.0943951024            8.5807269001
           2.2689280276           12.3968804422
           2.4434609528           17.9733056154
           2.6179938780           24.6820327380
           2.7925268032           31.2138615566
           2.9670597284           35.4511531525
           3.1415926536           35.7827511591
           3.3161255788           32.7073298920
           3.4906585040           26.9886288816
           3.6651914292           21.4615132212
           3.8397243544           17.1329487483
           4.0142572796           14.0623767794
           4.1887902048           12.1966545720
           4.3633231300           11.6114227771
           4.5378560552           11.6034150026
           4.7123889804           11.7480249093
           4.8869219056           12.8577606873
           5.0614548308           13.9230126215
           5.2359877560           13.5746875552
           5.4105206812           11.3761569858
           5.5850536064            8.0128680378
           5.7595865316            4.5037719551
           5.9341194568            1.8209574348
           6.1086523820            0.3781927526
           6.2831853072            0.0002100400
