Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
XDJVAJLI_con,"0.18, 0.05, 0.05","33.4, 123.6, 144.4, 161.1, 218.7, 245.7, 309.4, 370.8, 432.3, 532.0, 652.2, 842.3, 922.4, 950.5, 979.8, 1078.2, 1121.1, 1159.0, 1202.3, 1259.6, 1294.4, 1356.8, 1388.4, 1402.6, 1413.5, 1431.5, 1484.4, 1492.2, 1506.2, 3064.3, 3079.9, 3125.1, 3140.8, 3160.4, 3164.0, 3849.6"
