         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8576930428
           0.3490658504            3.4872282944
           0.5235987756            7.2319236068
           0.6981317008           10.9392843114
           0.8726646260           13.5490495492
           1.0471975512           14.4296763331
           1.2217304764           13.6273051979
           1.3962634016           11.6757370217
           1.5707963268            9.3589329347
           1.7453292520            7.5180505815
           1.9198621772            6.6939508094
           2.0943951024            7.1433549946
           2.2689280276            8.7486223651
           2.4434609528           11.0694775984
           2.6179938780           13.4546050682
           2.7925268032           15.1857100213
           2.9670597284           15.7172897266
           3.1415926536           14.9963720991
           3.3161255788           13.3146107902
           3.4906585040            7.7540173812
           3.6651914292            5.8574061680
           3.8397243544            5.1984057036
           4.0142572796            5.9907946883
           4.1887902048            7.0349008465
           4.3633231300            9.0793093232
           4.5378560552           13.0483457221
           4.7123889804           18.4646259059
           4.8869219056           24.1143366567
           5.0614548308           28.3824516209
           5.2359877560           29.5915153097
           5.4105206812           27.0461299539
           5.5850536064           16.0262585500
           5.7595865316            9.3608311710
           5.9341194568            4.0511882895
           6.1086523820            0.9377786650
           6.2831853072            0.0000183786
