         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5008035960
           0.3490658504            1.9471258305
           0.5235987756            4.0358212388
           0.6981317008            6.2420655268
           0.8726646260            7.9272557384
           1.0471975512            8.5555037230
           1.2217304764            7.9102319973
           1.3962634016            6.2044499903
           1.5707963268            3.9901926768
           1.7453292520            1.9207343059
           1.9198621772            0.4928220765
           2.0943951024            0.0005828610
           2.2689280276            0.5449881331
           2.4434609528            2.0523716178
           2.6179938780            4.1817648994
           2.7925268032            6.3597614344
           2.9670597284            7.9703086851
           3.1415926536            8.5554905955
           3.3161255788            7.9574043533
           3.4906585040            6.3545393152
           3.6651914292            4.2105876369
           3.8397243544            2.1266338813
           4.0142572796            0.6139337594
           4.1887902048            0.0040327678
           4.3633231300            0.4218679428
           4.5378560552            1.8121305043
           4.7123889804            3.8783463828
           4.8869219056            6.1040876328
           5.0614548308            7.8483857227
           5.2359877560            8.5533298091
           5.4105206812            7.9721832919
           5.5850536064            6.2930159771
           5.7595865316            4.0699238565
           5.9341194568            1.9744389055
           6.1086523820            0.5200747650
           6.2831853072            0.0000000000
