         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2154616459
           0.3490658504            0.9002340170
           0.5235987756            2.0950779985
           0.6981317008            3.6625197925
           0.8726646260            5.0894159535
           1.0471975512            5.7590076844
           1.2217304764            6.1079234880
           1.3962634016            6.1662804734
           1.5707963268            5.9402643180
           1.7453292520            5.4511284435
           1.9198621772            4.7335504517
           2.0943951024            3.8319853063
           2.2689280276            2.8191462259
           2.4434609528            1.7712278420
           2.6179938780            0.7996012329
           2.7925268032            0.1459541626
           2.9670597284            0.0181343275
           3.1415926536            0.4411312352
           3.3161255788            1.2728475824
           3.4906585040            2.3003054459
           3.6651914292            3.3052023893
           3.8397243544            4.1435113665
           4.0142572796            4.8099787525
           4.1887902048            5.3786278904
           4.3633231300            5.8874812689
           4.5378560552            6.1772681903
           4.7123889804            5.8480068786
           4.8869219056            5.0614149975
           5.0614548308            4.1275535784
           5.2359877560            3.2080195120
           5.4105206812            2.3886062571
           5.5850536064            1.6699833164
           5.7595865316            1.0452955096
           5.9341194568            0.5208650404
           6.1086523820            0.1410917369
           6.2831853072            0.0000918925
