         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.0215977479
           0.3490658504            3.9986809178
           0.5235987756            8.3857861612
           0.6981317008           13.2033946163
           0.8726646260           17.2338834648
           1.0471975512           19.5091258891
           1.2217304764           19.8155637306
           1.3962634016           18.6820593022
           1.5707963268           16.7109574070
           1.7453292520           14.3642987611
           1.9198621772           11.8711844821
           2.0943951024            9.4026475073
           2.2689280276            7.1709489982
           2.4434609528            5.7775620918
           2.6179938780            5.9483876147
           2.7925268032            7.4704345160
           2.9670597284            9.4136063437
           3.1415926536           10.8185953339
           3.3161255788           11.0418310848
           3.4906585040            9.9199339914
           3.6651914292            7.7888288838
           3.8397243544            5.2286593385
           4.0142572796            2.9117686100
           4.1887902048            1.4551255356
           4.3633231300            1.2651023578
           4.5378560552            2.4401894529
           4.7123889804            4.7079492025
           4.8869219056            7.5101845839
           5.0614548308           10.0927496430
           5.2359877560           11.6742089808
           5.4105206812           11.6599735205
           5.5850536064            9.8809952030
           5.7595865316            6.8162439673
           5.9341194568            3.4787059219
           6.1086523820            0.9464034320
           6.2831853072            0.0000000000
