         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5495801324
           0.3490658504            2.0640734707
           0.5235987756            4.1966646112
           0.6981317008            6.4059781085
           0.8726646260            8.0430061506
           1.0471975512            8.5882568337
           1.2217304764            7.8655144837
           1.3962634016            6.1275018405
           1.5707963268            3.9172195337
           1.7453292520            1.8530567961
           1.9198621772            0.4392933854
           2.0943951024            0.0041929233
           2.2689280276            0.6467761371
           2.4434609528            2.2177571049
           2.6179938780            4.3342775607
           2.7925268032            6.4640882968
           2.9670597284            8.0279462834
           3.1415926536            8.5920690595
           3.3161255788            7.9884482636
           3.4906585040            6.3828737097
           3.6651914292            4.2206406758
           3.8397243544            2.0981235784
           4.0142572796            0.5669058060
           4.1887902048            0.0006169925
           4.3633231300            0.5205657335
           4.5378560552            2.0091086312
           4.7123889804            4.1186951419
           4.8869219056            6.3212243476
           5.0614548308            7.9856862377
           5.2359877560            8.5919797926
           5.4105206812            7.9440116785
           5.5850536064            6.2670655364
           5.7595865316            4.0793178950
           5.9341194568            1.9950123224
           6.1086523820            0.5225086033
           6.2831853072            0.0000026255
