         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5200747650
           0.3490658504            1.9744073995
           0.5235987756            4.0699054780
           0.6981317008            6.2930054750
           0.8726646260            7.9722095470
           1.0471975512            8.5533508131
           1.2217304764            7.8483305872
           1.3962634016            6.1039799872
           1.5707963268            3.8783621358
           1.7453292520            1.8120806198
           1.9198621772            0.4218548153
           2.0943951024            0.0040065128
           2.2689280276            0.6139600144
           2.4434609528            2.1266391323
           2.6179938780            4.2106007644
           2.7925268032            6.3545918252
           2.9670597284            7.9574122298
           3.1415926536            8.5554774680
           3.3161255788            7.9702955576
           3.4906585040            6.3598769564
           3.6651914292            4.1818252859
           3.8397243544            2.0524425063
           4.0142572796            0.5449172447
           4.1887902048            0.0005854865
           4.3633231300            0.4928483314
           4.5378560552            1.9207815649
           4.7123889804            3.9901637963
           4.8869219056            6.2044421138
           5.0614548308            7.9101348538
           5.2359877560            8.5554932210
           5.4105206812            7.9272609894
           5.5850536064            6.2420156423
           5.7595865316            4.0357503503
           5.9341194568            1.9471048265
           6.1086523820            0.5007537115
           6.2831853072            0.0000341315
