         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1411206174
           0.3490658504            0.5208046539
           0.5235987756            1.0453480196
           0.6981317008            1.6699701890
           0.8726646260            2.3886640182
           1.0471975512            3.2080090100
           1.2217304764            4.1275588294
           1.3962634016            5.0613808660
           1.5707963268            5.8480515121
           1.7453292520            6.1772996963
           1.9198621772            5.8874445119
           2.0943951024            5.3786410179
           2.2689280276            4.8099971311
           2.4434609528            4.1435244940
           2.6179938780            3.3053205367
           2.7925268032            2.3003264499
           2.9670597284            1.2728502079
           3.1415926536            0.4411942472
           3.3161255788            0.0179715465
           3.4906585040            0.1459646647
           3.6651914292            0.7995907309
           3.8397243544            1.7712252165
           4.0142572796            2.8191094690
           4.1887902048            3.8319327963
           4.3633231300            4.7335373242
           4.5378560552            5.4511258179
           4.7123889804            5.9402433141
           4.8869219056            6.1662804734
           5.0614548308            6.1079024840
           5.2359877560            5.7590050588
           5.4105206812            5.0894028259
           5.5850536064            3.6625224179
           5.7595865316            2.0951672655
           5.9341194568            0.9002681484
           6.1086523820            0.2154511439
           6.2831853072            0.0000026255
