         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7353972594
           0.3490658504            2.8032225693
           0.5235987756            5.7774938288
           0.6981317008            8.9439122955
           0.8726646260           11.4100416870
           1.0471975512           12.3605487753
           1.2217304764           11.4426293912
           1.3962634016            9.0037185568
           1.5707963268            5.8536884603
           1.7453292520            2.8823157526
           1.9198621772            0.7875291846
           2.0943951024            0.0011158375
           2.2689280276            0.6720439478
           2.4434609528            2.6733207129
           2.6179938780            5.6012886568
           2.7925268032            8.7777102780
           2.9670597284           11.3071824790
           3.1415926536           12.3566367804
           3.3161255788           11.5356744807
           3.4906585040            9.1455611867
           3.6651914292            5.9807127689
           3.8397243544            2.9596445999
           4.0142572796            0.8175386479
           4.1887902048            0.0020925234
           4.3633231300            0.6578531210
           4.5378560552            2.6567853147
           4.7123889804            5.6047490657
           4.8869219056            8.8097965118
           5.0614548308           11.3451550835
           5.2359877560           12.3593883043
           5.4105206812           11.4753221155
           5.5850536064            9.0216349679
           5.7595865316            5.8249313603
           5.9341194568            2.8241005442
           6.1086523820            0.7403253226
           6.2831853072            0.0000026255
