Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
LRHPLDYG_con,"0.42, 0.08, 0.07","85.1, 143.9, 228.2, 242.5, 277.6, 350.8, 514.5, 745.7, 846.8, 864.7, 978.4, 986.3, 1062.1, 1098.8, 1145.5, 1167.8, 1236.1, 1264.3, 1303.9, 1332.6, 1339.0, 1409.5, 1415.3, 1454.2, 1480.0, 1499.0, 1505.3, 1514.1, 1528.8, 3014.6, 3043.4, 3050.9, 3057.2, 3060.5, 3087.6, 3106.0, 3127.5, 3133.5, 3916.6"
