         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7457942388
           0.3490658504            2.8375956135
           0.5235987756            5.8392455855
           0.6981317008            9.0280648170
           0.8726646260           11.4763854429
           1.0471975512           12.3645841685
           1.2217304764           11.3636963635
           1.3962634016            8.8434869259
           1.5707963268            5.6416478407
           1.7453292520            2.6805985984
           1.9198621772            0.6644063687
           2.0943951024            0.0022395514
           2.2689280276            0.8224430817
           2.4434609528            2.9703513883
           2.6179938780            5.9910913699
           2.7925268032            9.1500822975
           2.9670597284           11.5366642942
           3.1415926536           12.3614782022
           3.3161255788           11.3254822131
           3.4906585040            8.8126057966
           3.6651914292            5.6397102218
           3.8397243544            2.6973781680
           4.0142572796            0.6786470799
           4.1887902048            0.0012339849
           4.3633231300            0.7942662172
           4.5378560552            2.8970238028
           4.7123889804            5.8706938228
           4.8869219056            9.0117315824
           5.0614548308           11.4439500177
           5.2359877560           12.3647233200
           5.4105206812           11.4252984667
           5.5850536064            8.9707974141
           5.7595865316            5.8063191918
           5.9341194568            2.8237145957
           6.1086523820            0.7412993830
           6.2831853072            0.0000393825
