         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7277649313
           0.3490658504            2.7717690810
           0.5235987756            5.7214210284
           0.6981317008            8.8913970473
           0.8726646260           11.3782810152
           1.0471975512           12.3604280022
           1.2217304764           11.4758839725
           1.3962634016            9.0527261372
           1.5707963268            5.8918159692
           1.7453292520            2.8932220789
           1.9198621772            0.7863450841
           2.0943951024            0.0010265705
           2.2689280276            0.6791196699
           2.4434609528            2.7022143387
           2.6179938780            5.6727547630
           2.7925268032            8.8906120229
           2.9670597284           11.4045885238
           3.1415926536           12.3611605167
           3.3161255788           11.4106613049
           3.4906585040            8.9190304334
           3.6651914292            5.7270159686
           3.8397243544            2.7553859619
           4.0142572796            0.7107516922
           4.1887902048            0.0003491915
           4.3633231300            0.7580290681
           4.5378560552            2.8481396209
           4.7123889804            5.8392744660
           4.8869219056            9.0171873711
           5.0614548308           11.4648647495
           5.2359877560           12.3598503923
           5.4105206812           11.3654528229
           5.5850536064            8.8677150386
           5.7595865316            5.7039115698
           5.9341194568            2.7611121770
           6.1086523820            0.7224167880
           6.2831853072            0.0000000000
