         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.0282848960
           0.3490658504            3.7959686992
           0.5235987756            7.4869751651
           0.6981317008           11.0986862843
           0.8726646260           13.5738578973
           1.0471975512           14.1376708643
           1.2217304764           12.7188087329
           1.3962634016            9.9079512101
           1.5707963268            6.5523392235
           1.7453292520            3.5579014996
           1.9198621772            1.6563070877
           2.0943951024            1.2947074942
           2.2689280276            2.5580166355
           2.4434609528            5.1854173558
           2.6179938780            8.5358045975
           2.7925268032           11.7313582362
           2.9670597284           13.8060571048
           3.1415926536           13.9910577013
           3.3161255788           12.1468068318
           3.4906585040            8.8053147835
           3.6651914292            5.0378668893
           3.8397243544            1.8709574541
           4.0142572796            0.1683916844
           4.1887902048            0.4426435231
           4.3633231300            2.8100987534
           4.5378560552            6.9282031578
           4.7123889804           11.9899542192
           4.8869219056           16.7657594656
           5.0614548308           19.9608300122
           5.2359877560           20.5159945828
           5.4105206812           18.2957957630
           5.5850536064           14.0069314734
           5.7595865316            8.8944846352
           5.9341194568            4.2442412941
           6.1086523820            1.0905118682
           6.2831853072            0.0000420080
