         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2466289547
           0.3490658504            0.9372273099
           0.5235987756            1.9161265537
           0.6981317008            2.9584841289
           0.8726646260            3.8179047506
           1.0471975512            4.2763721614
           1.2217304764            4.2261017155
           1.3962634016            3.6866297577
           1.5707963268            2.7857498677
           1.7453292520            1.7822759454
           1.9198621772            0.9486587363
           2.0943951024            0.5314458049
           2.2689280276            0.6789700164
           2.4434609528            1.4004810070
           2.6179938780            2.5756022336
           2.7925268032            3.9515558208
           2.9670597284            5.1848581243
           3.1415926536            5.9264226828
           3.3161255788            5.9482747182
           3.4906585040            5.2387150029
           3.6651914292            4.0295541706
           3.8397243544            2.6634593354
           4.0142572796            1.4783402053
           4.1887902048            0.7327822615
           4.3633231300            0.5477921670
           4.5378560552            0.9146060032
           4.7123889804            1.6909164268
           4.8869219056            2.6174500758
           5.0614548308            3.3870602238
           5.2359877560            3.7417284976
           5.4105206812            3.5450575543
           5.5850536064            2.8573393724
           5.7595865316            1.8954612443
           5.9341194568            0.9410841693
           6.1086523820            0.2515150099
           6.2831853072            0.0000183785
