         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2482173821
           0.3490658504            0.9193082734
           0.5235987756            1.8398767868
           0.6981317008            2.7741267799
           0.8726646260            3.4751588716
           1.0471975512            3.7482581158
           1.2217304764            3.5229272160
           1.3962634016            2.8701386842
           1.5707963268            1.9826803496
           1.7453292520            1.1485091600
           1.9198621772            0.6210199835
           2.0943951024            0.6004780726
           2.2689280276            1.1538415503
           2.4434609528            2.2086282419
           2.6179938780            3.5579697626
           2.7925268032            4.8766638235
           2.9670597284            5.7886863348
           3.1415926536            6.0166637385
           3.3161255788            5.4900225984
           3.4906585040            4.3910434931
           3.6651914292            3.0332504884
           3.8397243544            1.7684789436
           4.0142572796            0.8743885964
           4.1887902048            0.5148263907
           4.3633231300            0.7397555891
           4.5378560552            1.4596781523
           4.7123889804            2.4600881163
           4.8869219056            3.4508441174
           5.0614548308            4.1303208552
           5.2359877560            4.3101675955
           5.4105206812            3.9129714749
           5.5850536064            3.0532121638
           5.7595865316            1.9734858491
           5.9341194568            0.9576536989
           6.1086523820            0.2493988571
           6.2831853072            0.0000288806
