         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7161024609
           0.3490658504            2.7581794938
           0.5235987756            5.6453839270
           0.6981317008            8.6046399529
           0.8726646260           10.6086866203
           1.0471975512           10.9663558404
           1.2217304764            9.7104611107
           1.3962634016            7.8225192980
           1.5707963268            6.4994038954
           1.7453292520            6.0074324810
           1.9198621772            5.8112840120
           2.0943951024            5.7890118967
           2.2689280276            6.8707283404
           2.4434609528            9.5596497733
           2.6179938780           13.5121691526
           2.7925268032           17.7464335472
           2.9670597284           20.7101161658
           3.1415926536           20.3035023772
           3.3161255788           16.9783750696
           3.4906585040           12.2374732184
           3.6651914292            7.3635609188
           3.8397243544            3.4168701492
           4.0142572796            1.1606205909
           4.1887902048            0.7959465371
           4.3633231300            1.7271325719
           4.5378560552            3.1814494534
           4.7123889804            5.4096612987
           4.8869219056            8.3284583717
           5.0614548308           10.9705933972
           5.2359877560           12.2166477535
           5.4105206812           11.4302055259
           5.5850536064            8.9646537444
           5.7595865316            5.7673909054
           5.9341194568            2.7842323288
           6.1086523820            0.7279224612
           6.2831853072            0.0000052510
