         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2565244637
           0.3490658504            0.9585568708
           0.5235987756            1.9248720937
           0.6981317008            2.8900609771
           0.8726646260            3.5701757114
           1.0471975512            3.7531047886
           1.2217304764            3.3884543642
           1.3962634016            2.6229557491
           1.5707963268            1.7177936689
           1.7453292520            0.9699646677
           1.9198621772            0.6218496415
           2.0943951024            0.8069683855
           2.2689280276            1.5347910778
           2.4434609528            2.6961888166
           2.6179938780            4.0452992933
           2.7925268032            5.2542553366
           2.9670597284            5.9758345902
           3.1415926536            5.9712215869
           3.3161255788            5.2385443454
           3.4906585040            4.0053890700
           3.6651914292            2.6248251050
           3.8397243544            1.4472989204
           4.0142572796            0.7275653933
           4.1887902048            0.5785551488
           4.3633231300            0.9913651171
           4.5378560552            1.8174655200
           4.7123889804            2.8126113568
           4.8869219056            3.7071139076
           5.0614548308            4.2457903390
           5.2359877560            4.2962104382
           5.4105206812            3.8415395003
           5.5850536064            2.9851434545
           5.7595865316            1.9402181403
           5.9341194568            0.9528621616
           6.1086523820            0.2515228865
           6.2831853072            0.0000078766
