         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7848721787
           0.3490658504            2.9971997498
           0.5235987756            6.1569809529
           0.6981317008            9.4613458076
           0.8726646260           11.9146049988
           1.0471975512           12.6758739337
           1.2217304764           11.5241695404
           1.3962634016            8.9435105941
           1.5707963268            5.7574061294
           1.7453292520            2.7911111385
           1.9198621772            0.7203058862
           2.0943951024            0.0009530564
           2.2689280276            0.8039779412
           2.4434609528            2.9849885500
           2.6179938780            6.0807758195
           2.7925268032            9.3224831201
           2.9670597284           11.7889065675
           3.1415926536           12.6888701580
           3.3161255788           11.7460032743
           3.4906585040            9.3084471979
           3.6651914292            6.1240361807
           3.8397243544            3.0458345092
           4.0142572796            0.8311466137
           4.1887902048            0.0004673390
           4.3633231300            0.7729025248
           4.5378560552            3.0029154630
           4.7123889804            6.1768612378
           4.8869219056            9.4503187082
           5.0614548308           11.8677004438
           5.2359877560           12.6855672792
           5.4105206812           11.6705175279
           5.5850536064            9.1877030849
           5.7595865316            5.9988707259
           5.9341194568            2.9539131337
           6.1086523820            0.7863503351
           6.2831853072            0.0003623190
