         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7285473302
           0.3490658504            2.8266131475
           0.5235987756            5.9189610122
           0.6981317008            9.2711388449
           0.8726646260           11.8327550407
           1.0471975512           12.6109321947
           1.2217304764           11.3128876902
           1.3962634016            8.5606733322
           1.5707963268            5.3621581297
           1.7453292520            2.5522484123
           1.9198621772            0.6543165727
           2.0943951024            0.0006222435
           2.2689280276            0.7465687613
           2.4434609528            2.8232183762
           2.6179938780            5.8556523341
           2.7925268032            9.1337674413
           2.9670597284           11.7020077732
           3.1415926536           12.6296126262
           3.3161255788           11.5427659558
           3.4906585040            8.9223595672
           3.6651914292            5.7176324321
           3.8397243544            2.7978324181
           4.0142572796            0.7593129376
           4.1887902048            0.0005513550
           4.3633231300            0.7204450376
           4.5378560552            2.8412030503
           4.7123889804            5.9457673658
           4.8869219056            9.2608652640
           5.0614548308           11.7834665318
           5.2359877560           12.6247580769
           5.4105206812           11.4779554918
           5.5850536064            8.8335179029
           5.7595865316            5.6280057434
           5.9341194568            2.7235754056
           6.1086523820            0.7195549932
           6.2831853072            0.0000105020
