         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6069105473
           0.3490658504            2.1137741830
           0.5235987756            3.9391529595
           0.6981317008            5.3508343488
           0.8726646260            5.7404454004
           1.0471975512            4.9849735691
           1.2217304764            3.5697582569
           1.3962634016            2.2636797229
           1.5707963268            1.9257621381
           1.7453292520            0.2733434158
           1.9198621772            1.8663943353
           2.0943951024            4.7604171917
           2.2689280276            8.4454506454
           2.4434609528           12.1587292266
           2.6179938780           15.0594654861
           2.7925268032           16.6121047119
           2.9670597284           16.7169225427
           3.1415926536           15.4717477289
           3.3161255788           13.2624526100
           3.4906585040           10.7750172872
           3.6651914292            8.7297450211
           3.8397243544            7.4214925732
           4.0142572796            6.8825194602
           4.1887902048            7.5681031107
           4.3633231300            9.7208423371
           4.5378560552           12.6794393625
           4.7123889804           15.2900710151
           4.8869219056           16.7027947279
           5.0614548308           16.6953015513
           5.2359877560           15.4966427185
           5.4105206812           13.4890621283
           5.5850536064           11.0949659509
           5.7595865316            8.6788602083
           5.9341194568            6.2974924543
           6.1086523820            0.6791826819
           6.2831853072            0.0000210040
