         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5770166059
           0.3490658504            2.4230921978
           0.5235987756            5.5976260845
           0.6981317008            9.8978509121
           0.8726646260           14.7704609637
           1.0471975512           19.2817864818
           1.2217304764           22.1996725064
           1.3962634016           20.7941505397
           1.5707963268           17.4376065008
           1.7453292520           13.5280035422
           1.9198621772            9.5310081953
           2.0943951024            5.8555551906
           2.2689280276            2.8594266447
           2.4434609528            0.8471542863
           2.6179938780            0.0182918575
           2.7925268032            0.4347250156
           2.9670597284            1.9740056980
           3.1415926536            3.5372519432
           3.3161255788            5.4045074424
           3.4906585040            7.9498271607
           3.6651914292           11.0622049637
           3.8397243544           14.5810810334
           4.0142572796           18.2093879371
           4.1887902048           21.4323885513
           4.3633231300           20.0261576997
           4.5378560552           16.0121753687
           4.7123889804           11.7964312501
           4.8869219056            8.1468394191
           5.0614548308            5.3784283524
           5.2359877560            3.5390950441
           5.4105206812            2.5278207617
           5.5850536064            2.1793696714
           5.7595865316            2.2220445462
           5.9341194568            1.5464903051
           6.1086523820            0.4503913732
           6.2831853072            0.0000315060
