         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8404723892
           0.3490658504            3.1534117404
           0.5235987756            6.3760526611
           0.6981317008            9.6671508650
           0.8726646260           12.0968566969
           1.0471975512           12.9382532620
           1.2217304764           11.9543786961
           1.3962634016            9.4764844398
           1.5707963268            6.2361108931
           1.7453292520            3.1123305441
           1.9198621772            0.8651835938
           2.0943951024            0.0023655754
           2.2689280276            0.7124635181
           2.4434609528            2.8499013312
           2.6179938780            5.9464106132
           2.7925268032            9.2542201238
           2.9670597284           11.8604435622
           3.1415926536           12.9356277622
           3.3161255788           12.0990437383
           3.4906585040            9.6287240491
           3.6651914292            6.3148233788
           3.8397243544            3.1157673234
           4.0142572796            0.8358830154
           4.1887902048            0.0003623190
           4.3633231300            0.8003521258
           4.5378560552            3.0650374152
           4.7123889804            6.2571490234
           4.8869219056            9.5490033714
           5.0614548308           12.0195488536
           5.2359877560           12.9401147414
           5.4105206812           12.0425639854
           5.5850536064            9.6022695125
           5.7595865316            6.3235216599
           5.9341194568            3.1201702867
           6.1086523820            0.8254020200
           6.2831853072            0.0001286495
