         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4831838665
           0.3490658504            1.8534348680
           0.5235987756            3.9080197822
           0.6981317008            6.3044237739
           0.8726646260            8.4093395203
           1.0471975512            9.2465510387
           1.2217304764            8.0764812738
           1.3962634016            5.9511102579
           1.5707963268            3.6665079267
           1.7453292520            1.6963354585
           1.9198621772            0.3908791679
           2.0943951024            0.0063353312
           2.2689280276            0.6235168339
           2.4434609528            2.1295613136
           2.6179938780            4.2678235338
           2.7925268032            6.6277199500
           2.9670597284            8.5713118576
           3.1415926536            9.2308242945
           3.3161255788            8.0575041608
           3.4906585040            5.9674592456
           3.6651914292            3.6962154576
           3.8397243544            1.7210729182
           4.0142572796            0.4043085997
           4.1887902048            0.0047442783
           4.3633231300            0.6024787035
           4.5378560552            2.0790834533
           4.7123889804            4.1705881465
           4.8869219056            6.4920866273
           5.0614548308            8.4495543017
           5.2359877560            9.2546927138
           5.4105206812            8.2403360945
           5.5850536064            6.1635972125
           5.7595865316            3.8555754225
           5.9341194568            1.8445291725
           6.1086523820            0.4788491662
           6.2831853072            0.0000708885
