         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8549073874
           0.3490658504            3.0145411764
           0.5235987756            5.7939425854
           0.6981317008            8.6157983272
           0.8726646260           11.0650562566
           1.0471975512           12.7309070362
           1.2217304764           13.1787149176
           1.3962634016           12.2616803271
           1.5707963268           10.3047535056
           1.7453292520            8.1207025680
           1.9198621772            6.2428269218
           2.0943951024            4.7305232503
           2.2689280276            3.5838808207
           2.4434609528            2.9801576303
           2.6179938780            3.1605662275
           2.7925268032            4.2533412766
           2.9670597284            6.1472876074
           3.1415926536            8.4406249767
           3.3161255788           10.5896254912
           3.4906585040           12.0891797354
           3.6651914292           12.8604308207
           3.8397243544           13.2720881946
           4.0142572796           13.8100452390
           4.1887902048           14.6417432077
           4.3633231300           15.4920585958
           4.5378560552           15.9814255144
           4.7123889804           15.7930458996
           4.8869219056           14.9589587260
           5.0614548308           13.8108748970
           5.2359877560           12.7336585601
           5.4105206812           11.6169809603
           5.5850536064            9.8021960757
           5.7595865316            6.9057315044
           5.9341194568            3.5307643330
           6.1086523820            0.9267463145
           6.2831853072            0.0000183785
