         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5584595729
           0.3490658504            2.1061891139
           0.5235987756            4.3618794407
           0.6981317008            6.8943499626
           0.8726646260            9.0792541878
           1.0471975512           10.1810898368
           1.2217304764            9.6750011096
           1.3962634016            7.7098459716
           1.5707963268            5.0173617354
           1.7453292520            2.4521276008
           1.9198621772            0.6794819888
           2.0943951024            0.0056054422
           2.2689280276            0.4353682630
           2.4434609528            1.8404675242
           2.6179938780            4.0094638457
           2.7925268032            6.5946439028
           2.9670597284            8.9617394395
           3.1415926536           10.1844924846
           3.3161255788            9.5713910087
           3.4906585040            7.4474351372
           3.6651914292            4.7172749780
           3.8397243544            2.2237589976
           4.0142572796            0.5573253570
           4.1887902048            0.0005303510
           4.3633231300            0.5731098621
           4.5378560552            2.1368549523
           4.7123889804            4.4309668440
           4.8869219056            7.0132929827
           5.0614548308            9.2126689630
           5.2359877560           10.2090120278
           5.4105206812            9.4804935781
           5.5850536064            7.3777149885
           5.7595865316            4.7118454443
           5.9341194568            2.2538262219
           6.1086523820            0.5784475034
           6.2831853072            0.0002100400
