Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
VSQGJBCHGBRHMO-UHFFFAOYSA,"0.27, 0.13, 0.09","125.6, 164.3, 174.4, 237.2, 312.4, 355.7, 387.8, 502.6, 792.2, 948.7, 966.6, 979.0, 1090.4, 1153.1, 1181.0, 1206.8, 1308.3, 1337.2, 1408.1, 1418.3, 1470.1, 1481.3, 1483.7, 1487.7, 1501.1, 1509.5, 1520.7, 2979.5, 2994.4, 3038.5, 3097.8, 3100.5, 3103.9, 3147.2, 3151.6, 3161.4"
