         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7574750877
           0.3490658504            2.7634409954
           0.5235987756            5.4119927426
           0.6981317008            8.0115946704
           0.8726646260            9.9368553380
           1.0471975512           10.7202467347
           1.2217304764           10.1006366446
           1.3962634016            8.1836778075
           1.5707963268            5.4607298964
           1.7453292520            2.6781568836
           1.9198621772            0.6517777144
           2.0943951024            0.0065506222
           2.2689280276            0.9109618094
           2.4434609528            3.0093951967
           2.6179938780            5.6302111633
           2.7925268032            8.1047369033
           2.9670597284            9.9157358171
           3.1415926536           10.7076679649
           3.3161255788           10.2657569562
           3.4906585040            8.6072418232
           3.6651914292            6.0423358761
           3.8397243544            3.2038213377
           4.0142572796            0.9508116462
           4.1887902048            0.0083202090
           4.3633231300            0.6163360918
           4.5378560552            2.4982497567
           4.7123889804            5.0756714617
           4.8869219056            7.6904592807
           5.0614548308            9.7289393787
           5.2359877560           10.6926632332
           5.4105206812           10.2545775778
           5.5850536064            8.4540360300
           5.7595865316            5.7486107049
           5.9341194568            2.9063837097
           6.1086523820            0.7784449550
           6.2831853072            0.0003780720
