         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4042692172
           0.3490658504            1.5790412524
           0.5235987756            3.3037137308
           0.6981317008            5.1073769980
           0.8726646260            6.3786807864
           1.0471975512            6.6374684310
           1.2217304764            5.8853966220
           1.3962634016            4.5277532708
           1.5707963268            2.9603771143
           1.7453292520            1.5010639066
           1.9198621772            0.4382431854
           2.0943951024            0.0025257309
           2.2689280276            0.3514782915
           2.4434609528            1.5009247550
           2.6179938780            3.2488959193
           2.7925268032            5.1082539150
           2.9670597284            6.4051642034
           3.1415926536            6.6154352361
           3.3161255788            5.7794393242
           3.4906585040            4.3623073972
           3.6651914292            2.7853061583
           3.8397243544            1.3667459593
           4.0142572796            0.3731281634
           4.1887902048            0.0002100400
           4.3633231300            0.3748478658
           4.5378560552            1.5068872652
           4.7123889804            3.2199944168
           4.8869219056            5.0689948156
           5.0614548308            6.3860059310
           5.2359877560            6.6243461826
           5.4105206812            5.8168631992
           5.5850536064            4.4215911840
           5.7595865316            2.8439677016
           5.9341194568            1.4017491234
           6.1086523820            0.3796420286
           6.2831853072            0.0000026255
