         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6465555952
           0.3490658504            2.3791570832
           0.5235987756            4.7023358839
           0.6981317008            7.0293899223
           0.8726646260            8.8275133848
           1.0471975512            9.7305960691
           1.2217304764            9.3733049209
           1.3962634016            7.3342577149
           1.5707963268            4.7616065432
           1.7453292520            2.2811576755
           1.9198621772            0.5470780310
           2.0943951024            0.0058417372
           2.2689280276            0.7625107964
           2.4434609528            2.5703958674
           2.6179938780            4.9216255085
           2.7925268032            7.2263365432
           2.9670597284            8.9597624382
           3.1415926536            9.7660508192
           3.3161255788            9.1574678285
           3.4906585040            7.0190270744
           3.6651914292            4.4414373374
           3.8397243544            2.0401709200
           4.0142572796            0.4312646068
           4.1887902048            0.0251260337
           4.3633231300            0.9084150745
           4.5378560552            2.8057299217
           4.7123889804            5.1661934458
           4.8869219056            7.3941243626
           5.0614548308            9.0213750434
           5.2359877560            9.7658092732
           5.4105206812            9.3597730946
           5.5850536064            7.4343969050
           5.7595865316            4.9612364249
           5.9341194568            2.4887191922
           6.1086523820            0.6651283811
           6.2831853072            0.0000026255
