         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3796840366
           0.3490658504            1.4018147609
           0.5235987756            2.8440123351
           0.6981317008            4.4216515705
           0.8726646260            5.8167844343
           1.0471975512            6.6243803142
           1.2217304764            6.3860085565
           1.3962634016            5.0689843136
           1.5707963268            3.2199996678
           1.7453292520            1.5068951417
           1.9198621772            0.3749738898
           2.0943951024            0.0002336695
           2.2689280276            0.3732830679
           2.4434609528            1.3668693578
           2.6179938780            2.7853744213
           2.7925268032            4.3623284012
           2.9670597284            5.7795049617
           3.1415926536            6.6154798697
           3.3161255788            6.4051248210
           3.4906585040            5.1082407874
           3.6651914292            3.2489090467
           3.8397243544            1.5012266875
           4.0142572796            0.3516148176
           4.1887902048            0.0024364639
           4.3633231300            0.4383744604
           4.5378560552            1.5011636755
           4.7123889804            2.9604348754
           4.8869219056            4.5281339683
           5.0614548308            5.8854044986
           5.2359877560            6.6374763075
           5.4105206812            6.3786650334
           5.5850536064            5.1074426355
           5.7595865316            3.3034669338
           5.9341194568            1.5792985513
           6.1086523820            0.4041773247
           6.2831853072            0.0000656375
