         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4787651502
           0.3490658504            1.8445501765
           0.5235987756            3.8556121795
           0.6981317008            6.1636155910
           0.8726646260            8.2402967120
           1.0471975512            9.2547032157
           1.2217304764            8.4495306722
           1.3962634016            6.4920419938
           1.5707963268            4.1705723936
           1.7453292520            2.0790808279
           1.9198621772            0.6024813290
           2.0943951024            0.0047442783
           2.2689280276            0.4043296037
           2.4434609528            1.7211228027
           2.6179938780            3.6962443381
           2.7925268032            5.9674881261
           2.9670597284            8.0574989098
           3.1415926536            9.2308374220
           3.3161255788            8.5713039811
           3.4906585040            6.6276595635
           3.6651914292            4.2677421433
           3.8397243544            2.1295166802
           4.0142572796            0.6235063319
           4.1887902048            0.0063353312
           4.3633231300            0.3909395545
           4.5378560552            1.6964247255
           4.7123889804            3.6665158032
           4.8869219056            5.9511286365
           5.0614548308            8.0763736283
           5.2359877560            9.2465484132
           5.4105206812            8.4093185164
           5.5850536064            6.3044526545
           5.7595865316            3.9080145312
           5.9341194568            1.8534611230
           6.1086523820            0.4831943684
           6.2831853072            0.0002730520
