         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5102711485
           0.3490658504            1.9372618275
           0.5235987756            3.9965700159
           0.6981317008            6.1663461109
           0.8726646260            7.8167195689
           1.0471975512            8.4259510580
           1.2217304764            7.7745671686
           1.3962634016            6.0731067344
           1.5707963268            3.8766293059
           1.7453292520            1.8416384971
           1.9198621772            0.4584569088
           2.0943951024            0.0007272635
           2.2689280276            0.5568028825
           2.4434609528            2.0431482368
           2.6179938780            4.1424112820
           2.7925268032            6.2866123829
           2.9670597284            7.8617573934
           3.1415926536            8.4258119065
           3.3161255788            7.8187307017
           3.4906585040            6.2178846731
           3.6651914292            4.0928864782
           3.8397243544            2.0461281791
           4.0142572796            0.5783372323
           4.1887902048            0.0040432698
           4.3633231300            0.4281035050
           4.5378560552            1.7988454750
           4.7123889804            3.8366429431
           4.8869219056            6.0286701493
           5.0614548308            7.7396979050
           5.2359877560            8.4252080415
           5.4105206812            7.8347173703
           5.5850536064            6.1581387983
           5.7595865316            3.9532676468
           5.9341194568            1.8940224703
           6.1086523820            0.4859091353
           6.2831853072            0.0000236295
