         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5158135787
           0.3490658504            1.9840036015
           0.5235987756            4.0788951895
           0.6981317008            6.2703290327
           0.8726646260            7.9101453558
           1.0471975512            8.4659820543
           1.2217304764            7.7614869283
           1.3962634016            6.0506928421
           1.5707963268            3.8721580796
           1.7453292520            1.8368443344
           1.9198621772            0.4424151047
           2.0943951024            0.0042664373
           2.2689280276            0.6120223955
           2.4434609528            2.1357076088
           2.6179938780            4.2141714441
           2.7925268032            6.3266039967
           2.9670597284            7.8933185272
           3.1415926536            8.4680089402
           3.3161255788            7.8856284381
           3.4906585040            6.3087716016
           3.6651914292            4.1775824782
           3.8397243544            2.0853662745
           4.0142572796            0.5753651665
           4.1887902048            0.0007272635
           4.3633231300            0.4860456613
           4.5378560552            1.9296163719
           4.7123889804            4.0049926194
           4.8869219056            6.1910678175
           5.0614548308            7.8544506273
           5.2359877560            8.4680299442
           5.4105206812            7.8382539186
           5.5850536064            6.1889621666
           5.7595865316            4.0364487332
           5.9341194568            1.9814122331
           6.1086523820            0.5285052450
           6.2831853072            0.0000026255
