         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.9531693451
           0.3490658504            3.7528868721
           0.5235987756            7.9448255834
           0.6981317008           12.6917713353
           0.8726646260           16.8227433145
           1.0471975512           19.3724134860
           1.2217304764           19.8591864107
           1.3962634016           18.2884706184
           1.5707963268           15.1951276893
           1.7453292520           11.6482480381
           1.9198621772            8.8449834608
           2.0943951024            6.9371219808
           2.2689280276            5.8534679182
           2.4434609528            6.6800251582
           2.6179938780            9.7524297259
           2.7925268032           14.4636555523
           2.9670597284           19.4755877539
           3.1415926536           23.2022064998
           3.3161255788           24.2239906582
           3.4906585040           22.3038838468
           3.6651914292           18.5777586948
           3.8397243544           14.1475086123
           4.0142572796            9.9875747442
           4.1887902048            6.9261631444
           4.3633231300            5.4154400239
           4.5378560552            5.2684802948
           4.7123889804            5.8728309797
           4.8869219056            7.2274445041
           5.0614548308            9.2052781809
           5.2359877560           10.9321875852
           5.4105206812           11.4910147281
           5.5850536064            9.8529679920
           5.7595865316            6.7645478751
           5.9341194568            3.4130868039
           6.1086523820            0.9253049151
           6.2831853072            0.0000131275
