         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8569999108
           0.3490658504            3.2315807476
           0.5235987756            6.6131352982
           0.6981317008           10.1922770917
           0.8726646260           12.9513860123
           1.0471975512           13.9801146178
           1.2217304764           12.9057574503
           1.3962634016           10.1407621590
           1.5707963268            6.6004410064
           1.7453292520            3.2683981322
           1.9198621772            0.9124635953
           2.0943951024            0.0038542338
           2.2689280276            0.7064773784
           2.4434609528            2.8821503460
           2.6179938780            6.1135105517
           2.7925268032            9.6969739179
           2.9670597284           12.6510157011
           3.1415926536           13.9657898906
           3.3161255788           13.0989469809
           3.4906585040           10.3701652091
           3.6651914292            6.7532923572
           3.8397243544            3.3259910971
           4.0142572796            0.9145482422
           4.1887902048            0.0023078144
           4.3633231300            0.7550543768
           4.5378560552            3.0216877870
           4.7123889804            6.3459381777
           4.8869219056            9.9508151207
           5.0614548308           12.8098636935
           5.2359877560           13.9766647110
           5.4105206812           13.0200900926
           5.5850536064           10.2792441490
           5.7595865316            6.6674332608
           5.9341194568            3.2421982691
           6.1086523820            0.8498007902
           6.2831853072            0.0000000000
