Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
FBRHVBFW_con,"0.27, 0.13, 0.10","105.9, 126.1, 211.8, 244.6, 292.2, 335.6, 468.3, 475.0, 552.1, 840.3, 921.8, 952.4, 1073.0, 1143.5, 1157.3, 1187.3, 1190.5, 1250.2, 1343.7, 1381.1, 1399.5, 1452.6, 1483.2, 1488.3, 1498.5, 1501.4, 1517.5, 2989.2, 3017.9, 3068.4, 3070.9, 3147.6, 3150.3, 3150.8, 3167.3, 3278.1"
