         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8497141487
           0.3490658504            3.2423689266
           0.5235987756            6.6672521014
           0.6981317008           10.2792336470
           0.8726646260           13.0200953436
           1.0471975512           13.9772712015
           1.2217304764           12.8103992955
           1.3962634016            9.9507494832
           1.5707963268            6.3461245881
           1.7453292520            3.0216904125
           1.9198621772            0.7550359983
           2.0943951024            0.0024102089
           2.2689280276            0.9148134177
           2.4434609528            3.3264584361
           2.6179938780            6.7534183812
           2.7925268032           10.3702807311
           2.9670597284           13.0990099929
           3.1415926536           13.9657925161
           3.3161255788           12.6510209520
           3.4906585040            9.6969975474
           3.6651914292            6.1135341812
           3.8397243544            2.8821477205
           4.0142572796            0.7064852549
           4.1887902048            0.0039251223
           4.3633231300            0.9124688463
           4.5378560552            3.2684112597
           4.7123889804            6.6002939784
           4.8869219056           10.1407096489
           5.0614548308           12.9061302713
           5.2359877560           13.9796892869
           5.4105206812           12.9517404548
           5.5850536064           10.1922770917
           5.7595865316            6.6131037923
           5.9341194568            3.2315965007
           6.1086523820            0.8570077873
           6.2831853072            0.0001155220
