         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2731412523
           0.3490658504            1.0238267973
           0.5235987756            2.0726273492
           0.6981317008            3.1832846778
           0.8726646260            4.1865774407
           1.0471975512            4.9935537026
           1.2217304764            5.6046414201
           1.3962634016            6.0509553920
           1.5707963268            6.2603810138
           1.7453292520            5.9025595146
           1.9198621772            5.0309355696
           2.0943951024            4.0567648512
           2.2689280276            3.1502926465
           2.4434609528            2.3586125467
           2.6179938780            1.6944267201
           2.7925268032            1.1231704609
           2.9670597284            0.6318160389
           3.1415926536            0.2338637744
           3.3161255788            0.0127756823
           3.4906585040            0.1001234371
           3.6651914292            0.6427092379
           3.8397243544            1.7330977075
           4.0142572796            3.3205563124
           4.1887902048            5.0702471790
           4.3633231300            5.9733351143
           4.5378560552            6.2378489740
           4.7123889804            6.2052822738
           4.8869219056            5.9032368936
           5.0614548308            5.3585349399
           5.2359877560            4.6200422163
           5.4105206812            3.7617164281
           5.5850536064            2.8359336720
           5.7595865316            1.9010299294
           5.9341194568            0.9917038065
           6.1086523820            0.2754385647
           6.2831853072            0.0000000000
