         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2645217363
           0.3490658504            0.9516596826
           0.5235987756            1.8159191005
           0.6981317008            2.7146723356
           0.8726646260            3.6272068193
           1.0471975512            4.4767529360
           1.2217304764            5.1958747217
           1.3962634016            5.7102127695
           1.5707963268            5.9646788412
           1.7453292520            5.8978283638
           1.9198621772            5.4821093418
           2.0943951024            4.6246919765
           2.2689280276            3.1413134371
           2.4434609528            1.6718132898
           2.6179938780            0.6257275048
           2.7925268032            0.0978129972
           2.9670597284            0.0123398493
           3.1415926536            0.2262839563
           3.3161255788            0.6073988902
           3.4906585040            1.0739659681
           3.6651914292            1.6143988589
           3.8397243544            2.2496648046
           4.0142572796            3.0200993596
           4.1887902048            3.9161693337
           4.3633231300            4.8612836453
           4.5378560552            5.6821041679
           4.7123889804            5.9778588505
           4.8869219056            5.6544340250
           5.0614548308            5.0989543945
           5.2359877560            4.4580987595
           5.4105206812            3.7218035792
           5.5850536064            2.8522511536
           5.7595865316            1.8867419592
           5.9341194568            0.9513866307
           6.1086523820            0.2581102656
           6.2831853072            0.0000026255
