         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2581102656
           0.3490658504            0.9513840052
           0.5235987756            1.8867997203
           0.6981317008            2.8522432771
           0.8726646260            3.7216775553
           1.0471975512            4.4581066360
           1.2217304764            5.0989491434
           1.3962634016            5.6544130210
           1.5707963268            5.9778667270
           1.7453292520            5.6821251719
           1.9198621772            4.8612810197
           2.0943951024            3.9162008398
           2.2689280276            3.0201203636
           2.4434609528            2.2496595537
           2.6179938780            1.6141678149
           2.7925268032            1.0739633426
           2.9670597284            0.6075170377
           3.1415926536            0.2263889763
           3.3161255788            0.0123871084
           3.4906585040            0.0978261247
           3.6651914292            0.6257642617
           3.8397243544            1.6717135208
           4.0142572796            3.1412740545
           4.1887902048            4.6246709725
           4.3633231300            5.4821198437
           4.5378560552            5.8978309894
           4.7123889804            5.9646788412
           4.8869219056            5.7102153949
           5.0614548308            5.1958825982
           5.2359877560            4.4767975695
           5.4105206812            3.6272409508
           5.5850536064            2.7146828376
           5.7595865316            1.8158954711
           5.9341194568            0.9516491807
           6.1086523820            0.2645217363
           6.2831853072            0.0000078765
