         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8562437668
           0.3490658504            3.2627244270
           0.5235987756            6.6974374732
           0.6981317008           10.3041968997
           0.8726646260           13.0311933315
           1.0471975512           13.9833912416
           1.2217304764           12.8277827300
           1.3962634016            9.9835866099
           1.5707963268            6.3790851134
           1.7453292520            3.0412530119
           1.9198621772            0.7598144080
           2.0943951024            0.0024627189
           2.2689280276            0.9204319874
           2.4434609528            3.3436738386
           2.6179938780            6.7809257432
           2.7925268032           10.3970424511
           2.9670597284           13.1117909262
           3.1415926536           13.9723300108
           3.3161255788           12.6738155418
           3.4906585040            9.7381023732
           3.6651914292            6.1530820856
           3.8397243544            2.9044014573
           4.0142572796            0.7120539401
           4.1887902048            0.0039435008
           4.3633231300            0.9192531379
           4.5378560552            3.2879581061
           4.7123889804            6.6279772490
           4.8869219056           10.1639321952
           5.0614548308           12.9168134302
           5.2359877560           13.9861453910
           5.4105206812           12.9665902820
           5.5850536064           10.2216616861
           5.7595865316            6.6453318030
           5.9341194568            3.2523537025
           6.1086523820            0.8633877519
           6.2831853072            0.0001233985
