         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.3278150474
           0.3490658504            5.1847005943
           0.5235987756           11.1745527283
           0.6981317008           18.5751095655
           0.8726646260           26.2931208416
           1.0471975512           33.3462557846
           1.2217304764           39.1776458746
           1.3962634016           43.3786793174
           1.5707963268           45.7492798965
           1.7453292520           46.3964997432
           1.9198621772           45.6839810895
           2.0943951024           44.1551498965
           2.2689280276           41.5335121485
           2.4434609528           38.0137775403
           2.6179938780           34.9073963789
           2.7925268032           32.6955729037
           2.9670597284           31.4280734647
           3.1415926536           31.0363200053
           3.3161255788           31.4280734647
           3.4906585040           32.6955860312
           3.6651914292           34.9072992355
           3.8397243544           38.0137696639
           4.0142572796           41.5335200249
           4.1887902048           44.1551288925
           4.3633231300           45.6839863406
           4.5378560552           46.3964944921
           4.7123889804           45.7493324065
           4.8869219056           43.3786793174
           5.0614548308           39.1776196196
           5.2359877560           33.3462479082
           5.4105206812           26.2928556661
           5.5850536064           18.5751463225
           5.7595865316           11.1745606047
           5.9341194568            5.1847032198
           6.1086523820            1.3277887924
           6.2831853072            0.0000105020
