         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4450222261
           0.3490658504            1.5935707686
           0.5235987756            3.0230084136
           0.6981317008            4.3043547388
           0.8726646260            5.1555732989
           1.0471975512            5.4576895676
           1.2217304764            5.1758001499
           1.3962634016            4.3432331407
           1.5707963268            3.0736333018
           1.7453292520            1.6428619030
           1.9198621772            0.4763181844
           2.0943951024            0.0006064905
           2.2689280276            0.4112582978
           2.4434609528            1.5236747114
           2.6179938780            2.9327778599
           2.7925268032            4.2233606937
           2.9670597284            5.1092384774
           3.1415926536            5.4554027572
           3.3161255788            5.2158468991
           3.4906585040            4.4127747555
           3.6651914292            3.1459133129
           3.8397243544            1.6888947919
           4.0142572796            0.4856492109
           4.1887902048            0.0001785340
           4.3633231300            0.4533818176
           4.5378560552            1.6383512942
           4.7123889804            3.0947712012
           4.8869219056            4.3744792145
           5.0614548308            5.1967280093
           5.2359877560            5.4568415311
           5.4105206812            5.1312191623
           5.5850536064            4.2633234271
           5.7595865316            2.9830693096
           5.9341194568            1.5717029802
           6.1086523820            0.4411286098
           6.2831853072            0.0000525100
