         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8369594704
           0.3490658504            3.3012063785
           0.5235987756            7.2522922348
           0.6981317008           12.4563270101
           0.8726646260           18.5697850518
           1.0471975512           25.1767556764
           1.2217304764           31.7635204541
           1.3962634016           37.7330669720
           1.5707963268           42.4280908387
           1.7453292520           40.2477287283
           1.9198621772           34.9022372717
           2.0943951024           28.6980760863
           2.2689280276           22.2896168806
           2.4434609528           16.2310711684
           2.6179938780           11.0521072913
           2.7925268032            7.1435335287
           2.9670597284            4.7804024966
           3.1415926536            4.0250724424
           3.3161255788            4.7804156241
           3.4906585040            7.1435702857
           3.6651914292           11.0521860564
           3.8397243544           16.2313442205
           4.0142572796           22.2897140241
           4.1887902048           28.6981706044
           4.3633231300           34.9022582757
           4.5378560552           40.2478573779
           4.7123889804           44.0581665572
           4.8869219056           37.7329724539
           5.0614548308           31.7633865535
           5.2359877560           25.1766349033
           5.4105206812           18.5697167888
           5.5850536064           12.4562429941
           5.7595865316            7.2522318484
           5.9341194568            3.3011827490
           6.1086523820            0.8369253388
           6.2831853072            0.0000840160
