         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1437960018
           0.3490658504            0.5075353777
           0.5235987756            0.9517988342
           0.6981317008            1.3199149183
           0.8726646260            1.5344313843
           1.0471975512            1.5837540246
           1.2217304764            1.4822101922
           1.3962634016            1.2319606731
           1.5707963268            0.8653647534
           1.7453292520            0.4616285127
           1.9198621772            0.1422390805
           2.0943951024            0.0016120570
           2.2689280276            0.0981674398
           2.4434609528            0.4038885197
           2.6179938780            0.8308368047
           2.7925268032            1.2324148846
           2.9670597284            1.4984121518
           3.1415926536            1.5860487115
           3.3161255788            1.4983517652
           3.4906585040            1.2324148846
           3.6651914292            0.8306845257
           3.8397243544            0.4040749302
           4.0142572796            0.0983249698
           4.1887902048            0.0014781565
           4.3633231300            0.1422968414
           4.5378560552            0.4617151542
           4.7123889804            0.8654934029
           4.8869219056            1.2320998246
           5.0614548308            1.4823125866
           5.2359877560            1.5836857616
           5.4105206812            1.5343368662
           5.5850536064            1.3199070419
           5.7595865316            0.9518067107
           5.9341194568            0.5073725967
           6.1086523820            0.1435859618
           6.2831853072            0.0000078766
