         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4289541669
           0.3490658504            1.5411500384
           0.5235987756            2.9491110945
           0.6981317008            4.2423168026
           0.8726646260            5.1255375806
           1.0471975512            5.4568389057
           1.2217304764            5.1922541574
           1.3962634016            4.3537482676
           1.5707963268            3.0573998360
           1.7453292520            1.6030855801
           1.9198621772            0.4394456644
           2.0943951024            0.0001916616
           2.2689280276            0.4709464117
           2.4434609528            1.6532011213
           2.6179938780            3.1089436494
           2.7925268032            4.3930099926
           2.9670597284            5.2117799999
           3.1415926536            5.4553476217
           3.3161255788            5.1029530308
           3.4906585040            4.2018132163
           3.6651914292            2.8986043537
           3.8397243544            1.4935917340
           4.0142572796            0.3997769870
           4.1887902048            0.0006169925
           4.3633231300            0.4627627286
           4.5378560552            1.6086358867
           4.7123889804            3.0355241712
           4.8869219056            4.3205960809
           5.0614548308            5.1703758671
           5.2359877560            5.4576816912
           5.4105206812            5.1494086252
           5.5850536064            4.2809562841
           5.7595865316            2.9845500915
           5.9341194568            1.5598068404
           6.1086523820            0.4322229142
           6.2831853072            0.0000682630
