         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1179006967
           0.3490658504            0.4224928117
           0.5235987756            0.8234565246
           0.6981317008            1.1991708053
           0.8726646260            1.4635665177
           1.0471975512            1.5803513768
           1.2217304764            1.5473120866
           1.3962634016            1.3501475493
           1.5707963268            0.9950618209
           1.7453292520            0.5526913497
           1.9198621772            0.1734116401
           2.0943951024            0.0017800890
           2.2689280276            0.1168032377
           2.4434609528            0.4630016491
           2.6179938780            0.9077718271
           2.7925268032            1.2892307015
           2.9670597284            1.5205608685
           3.1415926536            1.5856863925
           3.3161255788            1.5007488466
           3.4906585040            1.2652231308
           3.6651914292            0.9073254921
           3.8397243544            0.5020270789
           4.0142572796            0.1688774019
           4.1887902048            0.0058233587
           4.3633231300            0.0778119393
           4.5378560552            0.3649339784
           4.7123889804            0.7850270832
           4.8869219056            1.1962643770
           5.0614548308            1.4791593612
           5.2359877560            1.5851875476
           5.4105206812            1.5166357462
           5.5850536064            1.2681978222
           5.7595865316            0.8764653667
           5.9341194568            0.4451062421
           6.1086523820            0.1215606435
           6.2831853072            0.0002625500
