         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0044607242
           0.1745329252            0.6443029162
           0.3490658504            2.4338226157
           0.5235987756            4.9302922835
           0.6981317008            7.4926593723
           0.8726646260            9.4091902529
           1.0471975512           10.0976015667
           1.2217304764            9.3472888427
           1.3962634016            7.3925464372
           1.5707963268            4.8216832309
           1.7453292520            2.3432848786
           1.9198621772            0.5896505112
           2.0943951024            0.0016566904
           2.2689280276            0.7211775521
           2.4434609528            2.5816382577
           2.6179938780            5.0961057271
           2.7925268032            7.6016202419
           2.9670597284            9.4311499337
           3.1415926536           10.0979507582
           3.3161255788            9.4311499337
           3.4906585040            7.6016701264
           3.6651914292            5.0961503606
           3.8397243544            2.5817117717
           4.0142572796            0.7211749265
           4.1887902048            0.0016750689
           4.3633231300            0.5897240252
           4.5378560552            2.3432559981
           4.7123889804            4.8216517249
           4.8869219056            7.3924676722
           5.0614548308            9.3472232052
           5.2359877560           10.0975858137
           5.4105206812            9.4091771254
           5.5850536064            7.4926751253
           5.7595865316            4.9303132875
           5.9341194568            2.4338252412
           6.1086523820            0.6442792867
           6.2831853072            0.0000000000
