         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0044344693
           0.1745329252            0.7005463743
           0.3490658504            2.6398009561
           0.5235987756            5.3478018965
           0.6981317008            8.1327457358
           0.8726646260           10.2247676524
           1.0471975512           10.9894759921
           1.2217304764           10.2717089644
           1.3962634016            8.5433135271
           1.5707963268            6.6965237992
           1.7453292520            5.4829389998
           1.9198621772            4.9658363006
           2.0943951024            5.4038510675
           2.2689280276            7.3791143800
           2.4434609528           10.8946586903
           2.6179938780           15.3682426479
           2.7925268032           19.8525596491
           2.9670597284           23.2645752489
           3.1415926536           24.3619344207
           3.3161255788           22.4637557841
           3.4906585040           18.6809618433
           3.6651914292           14.1838665343
           3.8397243544            9.9592849833
           4.0142572796            6.8173177967
           4.1887902048            5.2069254506
           4.3633231300            5.0072509354
           4.5378560552            5.6307546417
           4.7123889804            6.9256800524
           4.8869219056            8.7548999352
           5.0614548308           10.3752691808
           5.2359877560           10.9873283333
           5.4105206812           10.1955169585
           5.5850536064            8.1362770331
           5.7595865316            5.3737287076
           5.9341194568            2.6554620627
           6.1086523820            0.7024157302
           6.2831853072            0.0000000000
