         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0044554733
           0.1745329252            0.6404171765
           0.3490658504            2.4268781686
           0.5235987756            4.9255007463
           0.6981317008            7.4916511804
           0.8726646260            9.4090169699
           1.0471975512           10.0975831883
           1.2217304764            9.3471286873
           1.3962634016            7.3916485163
           1.5707963268            4.8178631286
           1.7453292520            2.3375350340
           1.9198621772            0.5864946604
           2.0943951024            0.0016356864
           2.2689280276            0.7171500354
           2.4434609528            2.5750928866
           2.6179938780            5.0924982903
           2.7925268032            7.6010032495
           2.9670597284            9.4310501648
           3.1415926536           10.0979507582
           3.3161255788            9.4310186587
           3.4906585040            7.6009664925
           3.6651914292            5.0924667843
           3.8397243544            2.5750508786
           4.0142572796            0.7171605373
           4.1887902048            0.0016330610
           4.3633231300            0.5864946604
           4.5378560552            2.3375639145
           4.7123889804            4.8179208896
           4.8869219056            7.3917167793
           5.0614548308            9.3470893048
           5.2359877560           10.0976041923
           5.4105206812            9.4090169699
           5.5850536064            7.4915960449
           5.7595865316            4.9254403598
           5.9341194568            2.4268440371
           6.1086523820            0.6404066745
           6.2831853072            0.0000000000
