         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.3788652666
           0.3490658504            5.4981301418
           0.5235987756           12.0928002995
           0.6981317008           20.4711746746
           0.8726646260           29.4113613857
           1.0471975512           37.6966749184
           1.2217304764           44.6296013504
           1.3962634016           49.7103715328
           1.5707963268           52.7284571339
           1.7453292520           53.7798516798
           1.9198621772           52.4925270911
           2.0943951024           48.7225692191
           2.2689280276           43.7635828475
           2.4434609528           38.9410226998
           2.6179938780           35.0114265597
           2.7925268032           32.2657995809
           2.9670597284           30.7375381212
           3.1415926536           30.2914814483
           3.3161255788           30.7375276192
           3.4906585040           32.2657917043
           3.6651914292           35.0114239342
           3.8397243544           38.9409990702
           4.0142572796           43.7635749711
           4.1887902048           48.7225744700
           4.3633231300           52.4925270911
           4.5378560552           53.7798438032
           4.7123889804           52.7284387554
           4.8869219056           49.7103584052
           5.0614548308           44.6296197288
           5.2359877560           37.6967090498
           5.4105206812           29.4113771389
           5.5850536064           20.4712350611
           5.7595865316           12.0928764391
           5.9341194568            5.4981721498
           6.1086523820            1.3788783941
           6.2831853072            0.0000000000
