         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4087955789
           0.3490658504            1.4660554913
           0.5235987756            2.7990375224
           0.6981317008            4.0212182084
           0.8726646260            4.8535095401
           1.0471975512            5.1628485589
           1.2217304764            4.9146049218
           1.3962634016            4.1235181851
           1.5707963268            2.8988695290
           1.7453292520            1.5230340893
           1.9198621772            0.4178640554
           2.0943951024            0.0001942869
           2.2689280276            0.4489184677
           2.4434609528            1.5722963431
           2.6179938780            2.9493001304
           2.7925268032            4.1617533395
           2.9670597284            4.9335557798
           3.1415926536            5.1615095540
           3.3161255788            4.8316627558
           3.4906585040            3.9817595711
           3.6651914292            2.7495783561
           3.8397243544            1.4192690839
           4.0142572796            0.3800122240
           4.1887902048            0.0006222435
           4.3633231300            0.4422365706
           4.5378560552            1.5326880523
           4.7123889804            2.8833396974
           4.8869219056            4.0963048789
           5.0614548308            4.8957774623
           5.2359877560            5.1635863243
           5.4105206812            4.8754639700
           5.5850536064            4.0575892581
           5.7595865316            2.8335444671
           5.9341194568            1.4847149188
           6.1086523820            0.4121063343
           6.2831853072            0.0000551355
