         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2770374940
           0.3490658504            1.0228238563
           0.5235987756            2.0445082457
           0.6981317008            3.1277474793
           0.8726646260            4.0534856018
           1.0471975512            4.6843590862
           1.2217304764            4.9528610802
           1.3962634016            4.9208746155
           1.5707963268            4.7555941484
           1.7453292520            4.5874728905
           1.9198621772            4.4821220831
           2.0943951024            4.4982452778
           2.2689280276            4.6292445933
           2.4434609528            4.8381582424
           2.6179938780            5.0797383609
           2.7925268032            5.3019134099
           2.9670597284            5.4584063289
           3.1415926536            5.5073430208
           3.3161255788            5.4477494250
           3.4906585040            5.2808726540
           3.6651914292            5.0546280802
           3.8397243544            4.8140797832
           4.0142572796            4.6097056233
           4.1887902048            4.4811243933
           4.3633231300            4.4667209010
           4.5378560552            4.5692886784
           4.7123889804            4.7312373862
           4.8869219056            4.8834376130
           5.0614548308            4.9058935133
           5.2359877560            4.6349209239
           5.4105206812            4.0124779195
           5.5850536064            3.1014636001
           5.7595865316            2.0317719458
           5.9341194568            1.0195498580
           6.1086523820            0.2767591910
           6.2831853072            0.0000393824
