         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6449015302
           0.3490658504            2.4002214685
           0.5235987756            4.8023332969
           0.6981317008            7.2369461881
           0.8726646260            9.0589459463
           1.0471975512            9.7598940219
           1.2217304764            9.1497856159
           1.3962634016            7.3952165705
           1.5707963268            4.9789296683
           1.7453292520            2.5394464749
           1.9198621772            0.7161260904
           2.0943951024            0.0016619413
           2.2689280276            0.5938801914
           2.4434609528            2.3282486409
           2.6179938780            4.7348316956
           2.7925268032            7.1814011131
           2.9670597284            9.0247645636
           3.1415926536            9.7584657500
           3.3161255788            9.1808662832
           3.4906585040            7.4486481181
           3.6651914292            5.0450686353
           3.8397243544            2.6118630121
           4.0142572796            0.7704293039
           4.1887902048            0.0060018926
           4.3633231300            0.5325905227
           4.5378560552            2.2185920137
           4.7123889804            4.6187032113
           4.8869219056            7.1050069436
           5.0614548308            9.0058058291
           5.2359877560            9.7590801170
           5.4105206812            9.1350460596
           5.5850536064            7.3243490783
           5.7595865316            4.8650092295
           5.9341194568            2.4271538460
           6.1086523820            0.6492782384
           6.2831853072            0.0000630119
